Avg Accuracy (%),Std Accuracy (%),Avg Log Loss,Std Log Loss,Fold Accuracies (%),Fold Log Losses
87.48992212551533,1.481147759228648,0.3582139989233819,0.048451107072492165,"[88.17567567567568, 87.83783783783784, 86.82432432432432, 89.52702702702703, 85.08474576271186]","[0.350422719910198, 0.38464884798066257, 0.41666382911950867, 0.27176132433686195, 0.3675732732696784]"
