Alpha,Accuracy (%),Log Loss
0.001,86.43724696356276,0.5529389691375333
0.01,86.8421052631579,0.4528213590666336
0.1,87.85425101214574,0.37608339567494625
0.5,88.46153846153845,0.34667394495005405
1.0,88.25910931174089,0.3419710786853786
2.0,87.85425101214574,0.34322455387209655
5.0,87.04453441295547,0.35708267277434325
10.0,85.22267206477733,0.3814443636811798
